globalid;address;parentglobalid
7982083;396901, Воронежская обл, Семилукский р-н, Семилуки г., Рязанцева ул., дом 24;5620175
9359711;397032, Воронежская обл, Эртильский р-н, Эртиль г., Гастелло ул., дом 46;5706397
921949;391201, Рязанская обл, Кораблинский р-н, Кораблино г., Свободы ул., дом 31;6201515
21690479;396901, Воронежская обл, Семилукский р-н, Семилуки г., 9 Января ул., дом 29;5435408
6409507;397030, Воронежская обл, Эртильский р-н, Эртиль г., Урицкого ул., дом 4;5521299
423771;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Фрунзе ул., дом 17;6182024
12927655;397114, Воронежская обл, Терновский р-н, Козловка с., Советская ул., дом 134;5930380
44400930;396950, Воронежская обл, Семилукский р-н, Латная рп., Комарова ул., дом 23/1;5798344
44408996;242030, Брянская обл, Жирятинский р-н, Жирятино с., Мира ул., дом 17;6007476
6366773;397030, Воронежская обл, Эртильский р-н, Эртиль г., Урицкого ул., дом 7;5521299
44416587;301130, Тульская обл, Ленинский р-н, Ленинский рп., Северная ул., дом 18;5539184
7989553;396901, Воронежская обл, Семилукский р-н, Семилуки г., Рязанцева ул., дом 3;5620175
21733484;396901, Воронежская обл, Семилукский р-н, Семилуки г., 9 Января ул., дом 28;5435408
44404666;396950, Воронежская обл, Семилукский р-н, Латная рп., Вавилова ул., дом 15;6097478
44387800;396950, Воронежская обл, Семилукский р-н, Латная рп., Кирова ул., дом 46;5841303
16537521;396840, Воронежская обл, Хохольский р-н, Хохольский рп., Солнечная ул., дом 50;6168503
804832;397032, Воронежская обл, Эртильский р-н, Эртиль г., Гастелло ул., дом 13А;5706397
32141216;396941, Воронежская обл, Семилукский р-н, Стрелица рп., Восточная ул., дом 14;6111601
12951083;397114, Воронежская обл, Терновский р-н, Козловка с., Советская ул., дом 122;5930380
21527839;396819, Воронежская обл, Хохольский р-н, Оськино с., Ленина ул., дом 2;5424870
44402365;396950, Воронежская обл, Семилукский р-н, Латная рп., Ленина ул., дом 114;5641751
44081486;396950, Воронежская обл, Семилукский р-н, Латная рп., Солнечная ул., дом 10;5855523
7302585;397032, Воронежская обл, Эртильский р-н, Эртиль г., Высотная ул., дом 1;5578138
359147;396817, Воронежская обл, Хохольский р-н, Архангельское с., Кирова ул., дом 12;5952528
33413497;391200, Рязанская обл, Кораблинский р-н, Кораблино г., Маяковского ул., дом 27;6230642
32445610;396841, Воронежская обл, Хохольский р-н, Хохольский рп., Первомайская ул., дом 102;6139877
4681513;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Комсомольская ул., дом 16;5498394
44402790;396950, Воронежская обл, Семилукский р-н, Латная рп., Комсомольская ул., дом 19а;5969180
44415147;396950, Воронежская обл, Семилукский р-н, Латная рп., Комсомольская ул., дом 17;5969180
8017681;396901, Воронежская обл, Семилукский р-н, Семилуки г., Рязанцева ул., дом 15;5620175
16848729;396900, Воронежская обл, Семилукский р-н, Семилуки г., Ломоносова ул., дом 25;6189912
23190400;396901, Воронежская обл, Семилукский р-н, Семилуки г., Линейный пер., дом 3;5535072
8108987;396840, Воронежская обл, Хохольский р-н, Хохольский рп., 50 лет Октября ул., дом 160;5641467
35872924;396900, Воронежская обл, Семилукский р-н, Семилуки г., Радужная ул., дом 26;5406726
44400149;396950, Воронежская обл, Семилукский р-н, Латная рп., Карла Маркса ул., дом 20;6168797
18612951;396942, Воронежская обл, Семилукский р-н, Девица с., Ворошилова ул., дом 138;6297472
17050447;397474, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Первомайская ул., дом 28;6210679
34615465;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Заречная ул., дом 20;6167830
77460;397031, Воронежская обл, Эртильский р-н, Эртиль г., Комсомольская ул., дом 7;5863350
8211323;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Ломоносова ул., дом 13;5640804
7246868;396900, Воронежская обл, Семилукский р-н, Семилуки г., Солнечный пер., дом 6;5577219
34796648;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Кирова ул., дом 39;6181988
29579486;397030, Воронежская обл, Эртильский р-н, Эртиль г., Ленина пер., дом 11;5948442
25790211;391200, Рязанская обл, Кораблинский р-н, Кораблино г., Весенняя ул., дом 8;5703467
17164283;397474, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Первомайская ул., дом 115;6210679
8758060;396941, Воронежская обл, Семилукский р-н, Стрелица рп., Мира ул., дом 1;5684181
44419340;396950, Воронежская обл, Семилукский р-н, Латная рп., Ленина ул., дом 99;5641751
8124144;396840, Воронежская обл, Хохольский р-н, Хохольский рп., 50 лет Октября ул., дом 27;5641467
27434476;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Центральная ул., дом 14;5811854
28437616;397031, Воронежская обл, Эртильский р-н, Эртиль г., Комсомольская ул., дом 19;5863350
32144819;397474, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Набережная ул., дом 76;6110838
44410988;307220, Курская обл, Курчатовский р-н, Иванино пгт., Ленина ул., дом 14;5687226
6361945;397030, Воронежская обл, Эртильский р-н, Эртиль г., Урицкого ул., дом 66;5521299
44412129;396950, Воронежская обл, Семилукский р-н, Латная рп., Чапаева ул., дом 23;5456605
30256529;397030, Воронежская обл, Эртильский р-н, Эртиль г., 8 Марта ул., дом 27;5991172
44067074;396950, Воронежская обл, Семилукский р-н, Латная рп., Матросова ул., дом 19;6097473
12926263;397114, Воронежская обл, Терновский р-н, Козловка с., Советская ул., дом 102;5930380
44423374;396950, Воронежская обл, Семилукский р-н, Латная рп., Огнеупорщиков ул., дом 4;6097459
18555786;396942, Воронежская обл, Семилукский р-н, Девица с., Ворошилова ул., дом 176;6297472
24151359;396901, Воронежская обл, Семилукский р-н, Семилуки г., Щеголевой ул., дом 59А;5591538
3690824;397474, Воронежская обл, Таловский р-н, Верхняя Тишанка с., 40 лет Октября ул., дом 1;6253128
6422685;397030, Воронежская обл, Эртильский р-н, Эртиль г., Урицкого ул., дом 46;5521299
23470805;397123, Воронежская обл, Терновский р-н, Братки с., Первомайская ул., дом 106;5551259
18546736;396942, Воронежская обл, Семилукский р-н, Девица с., Орджоникидзе ул., дом 39;6297487
7642990;396901, Воронежская обл, Семилукский р-н, Семилуки г., Мира ул., дом 15;5605982
8186672;396840, Воронежская обл, Хохольский р-н, Хохольский рп., 50 лет Октября ул., дом 138;5641467
17108005;397030, Воронежская обл, Эртильский р-н, Эртиль г., Тургенева ул., дом 27;6205238
44401132;396950, Воронежская обл, Семилукский р-н, Латная рп., Карла Маркса ул., дом 1;6168797
13061966;396817, Воронежская обл, Хохольский р-н, Архангельское с., Кирова ул., дом 53;5952528
32531628;396841, Воронежская обл, Хохольский р-н, Хохольский рп., Первомайская ул., дом 70;6139877
44407545;399540, Липецкая обл, Тербунский р-н, Тербуны с., Северная ул., дом 5;5879806
22499084;396901, Воронежская обл, Семилукский р-н, Семилуки г., Мурзы ул., дом 64;5477474
32524118;396841, Воронежская обл, Хохольский р-н, Хохольский рп., Первомайская ул., дом 76;6139877
26519412;396901, Воронежская обл, Семилукский р-н, Семилуки г., Московский пер., дом 8;5748693
34814033;396817, Воронежская обл, Хохольский р-н, Архангельское с., Мира ул., дом 37;6180505
11058561;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Желтова ул., дом 1;5826340
34184892;397123, Воронежская обл, Терновский р-н, Братки с., Гоголя ул., дом 1;6291759
18613602;396942, Воронежская обл, Семилукский р-н, Девица с., Орджоникидзе ул., дом 27;6297487
36214805;396819, Воронежская обл, Хохольский р-н, Оськино с., Мира ул., дом 19;5453268
23476627;397123, Воронежская обл, Терновский р-н, Братки с., Первомайская ул., дом 53;5551259
8087419;396840, Воронежская обл, Хохольский р-н, Хохольский рп., 50 лет Октября ул., дом 24;5641467
44424503;399540, Липецкая обл, Тербунский р-н, Тербуны с., Тургенева ул., дом 16;6078791
31236131;397474, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Красная Заря ул., дом 15;6053557
26580435;396902, Воронежская обл, Семилукский р-н, Семилуки г., Некрасова ул., дом 11;5748410
22018550;397030, Воронежская обл, Эртильский р-н, Эртиль г., Ленина ул., дом 45;5450171
22573535;396840, Воронежская обл, Хохольский р-н, Хохольский рп., Спортивная ул., дом 15;5499096
34761291;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Кирова ул., дом 88;6181988
3845114;397474, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Калинина ул., дом 32;5697738
44402516;396950, Воронежская обл, Семилукский р-н, Латная рп., Ленина ул., дом 149;5641751
44426346;396950, Воронежская обл, Семилукский р-н, Латная рп., Мало-Московская ул., дом 5;6082966
44411378;396950, Воронежская обл, Семилукский р-н, Латная рп., Ямская ул., дом 27;6154507
26609257;396902, Воронежская обл, Семилукский р-н, Семилуки г., Некрасова ул., дом 5;5748410
23204815;397032, Воронежская обл, Эртильский р-н, Эртиль г., Лермонтова ул., дом 8;5535620
44389703;155070, Ивановская обл, Ильинский р-н, Аньково с., Луговая ул., дом 18;5437539
32880921;396942, Воронежская обл, Семилукский р-н, Девица с., 50 лет Октября ул., дом 45;6212530
44416305;396950, Воронежская обл, Семилукский р-н, Латная рп., Огнеупорщиков ул., дом 6;6097459
10768629;397474, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Богдана Хмельницкого ул., дом 17;5811851
27411065;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Центральная ул., дом 30;5811854
24455283;397030, Воронежская обл, Эртильский р-н, Эртиль г., Максима Горького ул., дом 22;5621007
28905556;397031, Воронежская обл, Эртильский р-н, Эртиль г., Марины Цветаевой ул., дом 1;5905905
44412766;396950, Воронежская обл, Семилукский р-н, Латная рп., Ленина ул., дом 174;5641751
34929475;391200, Рязанская обл, Кораблинский р-н, Кораблино г., Солнечная ул., дом 43;6188076
59450;396901, Воронежская обл, Семилукский р-н, Семилуки г., 9 Января ул., дом 9;5435408
26462032;396901, Воронежская обл, Семилукский р-н, Семилуки г., Московский пер., дом 4;5748693
17712407;397030, Воронежская обл, Эртильский р-н, Эртиль г., Героя Колбнева ул., дом 22;6233487
44400524;396950, Воронежская обл, Семилукский р-н, Латная рп., Ленина ул., дом 32;5641751
17718636;397030, Воронежская обл, Эртильский р-н, Эртиль г., Героя Колбнева ул., дом 24А;6233487
23499759;393526, Тамбовская обл, Ржаксинский р-н, Большая Ржакса с., Молодежная ул., дом 15;5554892
44395459;396950, Воронежская обл, Семилукский р-н, Латная рп., Дачный пер., дом 7;5570345
42160;396901, Воронежская обл, Семилукский р-н, Семилуки г., Заречная 2-я ул., дом 34;6118874
15609993;397030, Воронежская обл, Эртильский р-н, Эртиль г., Коммунальная ул., дом 20;6105376
31257395;396901, Воронежская обл, Семилукский р-н, Семилуки г., Юбилейная ул., дом 4;6047498
22247475;397474, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Северная ул., дом 33;5469831
35216606;396900, Воронежская обл, Семилукский р-н, Семилуки г., Советская ул., дом 15;5392733
23538185;397123, Воронежская обл, Терновский р-н, Братки с., Первомайская ул., дом 19;5551259
24607385;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Тургенева ул., дом 8;5626589
26617325;396902, Воронежская обл, Семилукский р-н, Семилуки г., Некрасова ул., дом 18;5748410
44424196;396950, Воронежская обл, Семилукский р-н, Латная рп., Комсомольская ул., дом 12;5969180
17459462;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Красина ул., дом 1;6224746
10858048;396817, Воронежская обл, Хохольский р-н, Архангельское с., Центральная ул., дом 16;5810428
15700473;397030, Воронежская обл, Эртильский р-н, Эртиль г., Коммунальная ул., дом 27;6105376
34951084;391200, Рязанская обл, Кораблинский р-н, Кораблино г., Солнечная ул., дом 49;6188076
8100862;396840, Воронежская обл, Хохольский р-н, Хохольский рп., 50 лет Октября ул., дом 102;5641467
3812671;397474, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Коминтерна ул., дом 59;5697755
35163164;396900, Воронежская обл, Семилукский р-н, Семилуки г., Советская ул., дом 34;5392733
8086876;396840, Воронежская обл, Хохольский р-н, Хохольский рп., 50 лет Октября ул., дом 61;5641467
34833000;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Кирова ул., дом 149;6181988
8209922;396840, Воронежская обл, Хохольский р-н, Хохольский рп., 50 лет Октября ул., дом 147;5641467
44409942;399540, Липецкая обл, Тербунский р-н, Тербуны с., Северная ул., дом 19;5879806
32194104;397474, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Набережная ул., дом 66;6110838
44398471;301130, Тульская обл, Ленинский р-н, Ленинский рп., Северная ул., дом 3;5539184
36162230;396819, Воронежская обл, Хохольский р-н, Оськино с., Мира ул., дом 81;5453268
25287496;397030, Воронежская обл, Эртильский р-н, Эртиль г., Зеленый пер., дом 2;5663825
27447168;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Центральная ул., дом 2;5811854
44080254;396950, Воронежская обл, Семилукский р-н, Латная рп., Свердлова ул., дом 8;5442535
29465268;396901, Воронежская обл, Семилукский р-н, Семилуки г., Чкалова ул., дом 9;5933611
32867573;396942, Воронежская обл, Семилукский р-н, Девица с., 50 лет Октября ул., дом 135;6212530
17942284;397474, Воронежская обл, Таловский р-н, Верхняя Тишанка с., 40 лет Октября ул., дом 58;6253128
31202965;397474, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Красная Заря ул., дом 41;6053557
12678755;397123, Воронежская обл, Терновский р-н, Братки с., Мокроусова ул., дом 8;5921671
3814664;397474, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Коминтерна ул., дом 13;5697755
23468336;393526, Тамбовская обл, Ржаксинский р-н, Большая Ржакса с., Молодежная ул., дом 17;5554892
44394407;396950, Воронежская обл, Семилукский р-н, Латная рп., Гагарина ул., дом 52;5883962
10407583;397114, Воронежская обл, Терновский р-н, Козловка с., Фрунзе ул., дом 20;5773522
27398468;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Центральная ул., дом 97;5811854
22403885;396901, Воронежская обл, Семилукский р-н, Семилуки г., Мурзы ул., дом 17;5477474
8170759;396840, Воронежская обл, Хохольский р-н, Хохольский рп., 50 лет Октября ул., дом 54;5641467
13385006;393580, Тамбовская обл, Мучкапский р-н, Коростелево с., Советская ул., дом 2;5967854
32966612;396942, Воронежская обл, Семилукский р-н, Девица с., 50 лет Октября ул., дом 81;6212530
44421774;396950, Воронежская обл, Семилукский р-н, Латная рп., Ленина ул., дом 137;5641751
25714423;397474, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Коминтерна ул., дом 61;5697755
20949454;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Ленинская ул., дом 28;5399561
6446733;397030, Воронежская обл, Эртильский р-н, Эртиль г., Урицкого ул., дом 82;5521299
30692217;391200, Рязанская обл, Кораблинский р-н, Кораблино г., Школьная ул., дом 21;6017236
27357407;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Центральная ул., дом 3б;5811854
27448155;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Центральная ул., дом 39;5811854
36192756;396819, Воронежская обл, Хохольский р-н, Оськино с., Мира ул., дом 77;5453268
33427314;391200, Рязанская обл, Кораблинский р-н, Кораблино г., Маяковского ул., дом 35;6230642
17176249;397030, Воронежская обл, Эртильский р-н, Эртиль г., Тургенева ул., дом 43;6205238
7340956;396900, Воронежская обл, Семилукский р-н, Семилуки г., Солнечный пер., дом 1А;5577219
18655713;396942, Воронежская обл, Семилукский р-н, Девица с., Ворошилова ул., дом 197;6297472
6442027;396934, Воронежская обл, Семилукский р-н, Голосновка с., Свободы пер., дом 2;5526680
17432989;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Красина ул., дом 18;6224746
17772131;397030, Воронежская обл, Эртильский р-н, Эртиль г., Героя Колбнева ул., дом 44;6233487
22484003;396901, Воронежская обл, Семилукский р-н, Семилуки г., Мурзы ул., дом 1;5477474
35191473;396900, Воронежская обл, Семилукский р-н, Семилуки г., Советская ул., дом 21;5392733
44426183;396950, Воронежская обл, Семилукский р-н, Латная рп., Чапаева ул., дом 3;5456605
17116484;397030, Воронежская обл, Эртильский р-н, Эртиль г., Тургенева ул., дом 18;6205238
44417287;396950, Воронежская обл, Семилукский р-н, Латная рп., Комсомольская ул., дом 6;5969180
30926656;391200, Рязанская обл, Кораблинский р-н, Кораблино г., Луговая ул., дом 10;6030416
7655918;396900, Воронежская обл, Семилукский р-н, Семилуки г., Никитинская ул., дом 20;5591746
8179916;396840, Воронежская обл, Хохольский р-н, Хохольский рп., 50 лет Октября ул., дом 163;5641467
18653925;396942, Воронежская обл, Семилукский р-н, Девица с., Ворошилова ул., дом 122;6297472
7476152;396902, Воронежская обл, Семилукский р-н, Семилуки г., Индустриальная ул., дом 18;5591752
6469456;396840, Воронежская обл, Хохольский р-н, Хохольский рп., Дружбы ул., дом 31;5541758
32496214;396841, Воронежская обл, Хохольский р-н, Хохольский рп., Первомайская ул., дом 62;6139877
16613877;396840, Воронежская обл, Хохольский р-н, Хохольский рп., Солнечная ул., дом 13;6168503
12306593;157201, Костромская обл, Галичский р-н, Галич г., Энтузиастов ул., дом 20;5888597
27449919;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Центральная ул., дом 105;5811854
22019924;397030, Воронежская обл, Эртильский р-н, Эртиль г., Ленина ул., дом 6;5450171
31353428;397474, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Красная Заря ул., дом 16;6053557
16914642;396900, Воронежская обл, Семилукский р-н, Семилуки г., Ломоносова ул., дом 14;6189912
18571204;396942, Воронежская обл, Семилукский р-н, Девица с., Ворошилова ул., дом 152;6297472
33177016;396900, Воронежская обл, Семилукский р-н, Семилуки г., Крупской пер., дом 10;6218631
26637587;391201, Рязанская обл, Кораблинский р-н, Кораблино г., Пролетарская ул., дом 26;5745359
36231169;396819, Воронежская обл, Хохольский р-н, Оськино с., Мира ул., дом 47;5453268
34865596;396817, Воронежская обл, Хохольский р-н, Архангельское с., Мира ул., дом 48;6180505
32964675;396942, Воронежская обл, Семилукский р-н, Девица с., 50 лет Октября ул., дом 40;6212530
6410497;397030, Воронежская обл, Эртильский р-н, Эртиль г., Урицкого ул., дом 47;5521299
18678598;396942, Воронежская обл, Семилукский р-н, Девица с., Ворошилова ул., дом 45;6297472
43916772;396819, Воронежская обл, Хохольский р-н, Оськино с., А.Колесникова ул., дом 20/2;5638327
32129211;396840, Воронежская обл, Хохольский р-н, Хохольский рп., Железнодорожный пер., дом 8;6111426
15659685;397030, Воронежская обл, Эртильский р-н, Эртиль г., Коммунальная ул., дом 5;6105376
15715142;397030, Воронежская обл, Эртильский р-н, Эртиль г., Коммунальная ул., дом 35;6105376
29451565;396933, Воронежская обл, Семилукский р-н, Березовка с., Ольшанка ул., дом 7;5936736
16546877;396840, Воронежская обл, Хохольский р-н, Хохольский рп., Солнечная ул., дом 18;6168503
44410041;396950, Воронежская обл, Семилукский р-н, Латная рп., Ленина ул., дом 15;5641751
32203534;397474, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Набережная ул., дом 1;6110838
21962074;397030, Воронежская обл, Эртильский р-н, Эртиль г., Ленина ул., дом 9;5450171
44065848;396950, Воронежская обл, Семилукский р-н, Латная рп., Мира ул., дом 44/1;5841296
17386368;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Красина ул., дом 26;6224746
18620381;396942, Воронежская обл, Семилукский р-н, Девица с., Ворошилова ул., дом 21;6297472
44399319;396950, Воронежская обл, Семилукский р-н, Латная рп., Карла Маркса ул., дом 19;6168797
44387983;396950, Воронежская обл, Семилукский р-н, Латная рп., Крупской ул., дом 16;6239757
17080516;397474, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Первомайская ул., дом 117;6210679
33992085;397474, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Горького пер., дом 2;6281321
44410282;396950, Воронежская обл, Семилукский р-н, Латная рп., Карла Маркса ул., дом 4;6168797
28440922;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Октябрьская ул., дом 9;5883009
8076806;396840, Воронежская обл, Хохольский р-н, Хохольский рп., 50 лет Октября ул., дом 40;5641467
44409887;396950, Воронежская обл, Семилукский р-н, Латная рп., Советская ул., дом 21;5399886
57658;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Ленинская ул., дом 36;5399561
15345492;397474, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Прибитюжная ул., дом 3;6096483
25858171;396913, Воронежская обл, Семилукский р-н, Старая Ольшанка с., Ольшанская ул., дом 13;5714955
21989233;397030, Воронежская обл, Эртильский р-н, Эртиль г., Ленина ул., дом 97;5450171
10278777;396900, Воронежская обл, Семилукский р-н, Семилуки г., Кольцова ул., дом 4;5762182
27365042;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Центральная ул., дом 43;5811854
24156220;396901, Воронежская обл, Семилукский р-н, Семилуки г., Щеголевой ул., дом 49;5591538
44406280;396950, Воронежская обл, Семилукский р-н, Латная рп., Ямская ул., дом 26;6154507
16838729;396900, Воронежская обл, Семилукский р-н, Семилуки г., Ломоносова ул., дом 12;6189912
7379550;396901, Воронежская обл, Семилукский р-н, Семилуки г., Индустриальная ул., дом 1А;5591752
9367361;397032, Воронежская обл, Эртильский р-н, Эртиль г., Гастелло ул., дом 11;5706397
16839853;396900, Воронежская обл, Семилукский р-н, Семилуки г., Ломоносова ул., дом 31;6189912
22214530;396941, Воронежская обл, Семилукский р-н, Бахчеево п., Социалистическая ул., дом 5;5466825
24778455;396819, Воронежская обл, Хохольский р-н, Оськино с., А.Колесникова ул., дом 11;5638327
17221213;391201, Рязанская обл, Кораблинский р-н, Кораблино г., Свободы ул., дом 9;6201515
18623091;396942, Воронежская обл, Семилукский р-н, Девица с., Ворошилова ул., дом 184б;6297472
44398853;396950, Воронежская обл, Семилукский р-н, Латная рп., Ленина ул., дом 49;5641751
27543303;391200, Рязанская обл, Кораблинский р-н, Кораблино г., Заводская ул., дом 4;5802861
27485700;397030, Воронежская обл, Эртильский р-н, Эртиль г., Пушкинская ул., дом 5;5806178
25787668;391200, Рязанская обл, Кораблинский р-н, Кораблино г., Весенняя ул., дом 4;5703467
21418603;397030, Воронежская обл, Эртильский р-н, Эртиль г., Мелиоративный пер., дом 1;5421823
44414033;396950, Воронежская обл, Семилукский р-н, Латная рп., Набережная ул., дом 29а;6182893
44410511;396950, Воронежская обл, Семилукский р-н, Латная рп., Чапаева ул., дом 33;5456605
25439214;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Кузнецова ул., дом 16;5683521
23205994;397032, Воронежская обл, Эртильский р-н, Эртиль г., Лермонтова ул., дом 31;5535620
16551269;396840, Воронежская обл, Хохольский р-н, Хохольский рп., Солнечная ул., дом 60;6168503
44394930;399540, Липецкая обл, Тербунский р-н, Тербуны с., Северная ул., дом 30;5879806
35020615;396942, Воронежская обл, Семилукский р-н, Девица с., Фабричная ул., дом 16;6198210
44426451;155070, Ивановская обл, Ильинский р-н, Аньково с., Луговая ул., дом 6;5437539
34838662;397476, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Кирова ул., дом 32;6181988
36192094;396819, Воронежская обл, Хохольский р-н, Оськино с., Мира ул., дом 61;5453268
28831681;396942, Воронежская обл, Семилукский р-н, Девица с., Школьная ул., дом 6;5899292
6540642;396840, Воронежская обл, Хохольский р-н, Хохольский рп., Дружбы ул., дом 65;5541758
34956040;396942, Воронежская обл, Семилукский р-н, Девица с., Фабричная ул., дом 5;6198210
18587188;396942, Воронежская обл, Семилукский р-н, Девица с., Ворошилова ул., дом 187;6297472
44398392;301122, Тульская обл, Ленинский р-н, Барсуки п., Советская ул., дом 13;5586253
31056774;397030, Воронежская обл, Эртильский р-н, Эртиль г., Степная ул., дом 4;6033909
22402319;396901, Воронежская обл, Семилукский р-н, Семилуки г., Мурзы ул., дом 78;5477474
3815269;397474, Воронежская обл, Таловский р-н, Верхняя Тишанка с., Коминтерна ул., дом 27;5697755
16921020;396900, Воронежская обл, Семилукский р-н, Семилуки г., Ломоносова ул., дом 2;6189912
44409882;396950, Воронежская обл, Семилукский р-н, Латная рп., Заводская ул., дом 31;6182897
21739430;396901, Воронежская обл, Семилукский р-н, Семилуки г., 9 Января ул., дом 27;5435408
16855326;396900, Воронежская обл, Семилукский р-н, Семилуки г., Ломоносова ул., дом 27;6189912
44390289;396950, Воронежская обл, Семилукский р-н, Латная рп., Заводская ул., дом 20;6182897
22116239;397474, Воронежская обл, Таловский р-н, Верхняя Тишанка с., 50 лет ВЛКСМ ул., дом 4;5469824
13374500;393580, Тамбовская обл, Мучкапский р-н, Коростелево с., Советская ул., дом 58а;5967854
22024619;397030, Воронежская обл, Эртильский р-н, Эртиль г., Ленина ул., дом 92;5450171
29955463;397030, Воронежская обл, Эртильский р-н, Эртиль г., Плехановская ул., дом 2;5976772
7655119;396900, Воронежская обл, Семилукский р-н, Семилуки г., Никитинская ул., дом 15;5591746
32444366;396841, Воронежская обл, Хохольский р-н, Хохольский рп., Первомайская ул., дом 32;6139877
28430754;397031, Воронежская обл, Эртильский р-н, Эртиль г., Комсомольская ул., дом 3;5863350
32534299;396841, Воронежская обл, Хохольский р-н, Хохольский рп., Первомайская ул., дом 96;6139877
44393429;399540, Липецкая обл, Тербунский р-н, Тербуны с., Тургенева ул., дом 25;6078791
18673164;396942, Воронежская обл, Семилукский р-н, Девица с., Ворошилова ул., дом 63;6297472
16638570;396840, Воронежская обл, Хохольский р-н, Хохольский рп., Солнечная ул., дом 44;6168503
27291399;396840, Воронежская обл, Хохольский р-н, Хохольский рп., Беговая ул., дом 3;5798043
18604452;396942, Воронежская обл, Семилукский р-н, Девица с., Ворошилова ул., дом 90;6297472
23165161;397032, Воронежская обл, Эртильский р-н, Эртиль г., Лермонтова ул., дом 2;5535620
1002188;396840, Воронежская обл, Хохольский р-н, Хохольский рп., Спортивная ул., дом 29;5499096
21609860;396921, Воронежская обл, Семилукский р-н, Перлевка с., Солнечная ул., дом 13;5429979
6580159;396840, Воронежская обл, Хохольский р-н, Хохольский рп., Дружбы ул., дом 2;5541758
9815320;397030, Воронежская обл, Эртильский р-н, Эртиль г., Чернышевского пер., дом 3;5735193
31278051;396901, Воронежская обл, Семилукский р-н, Семилуки г., Юбилейная ул., дом 5;6047498
44067011;396950, Воронежская обл, Семилукский р-н, Латная рп., Свердлова ул., дом 11;5442535
18654782;396942, Воронежская обл, Семилукский р-н, Девица с., Орджоникидзе ул., дом 6а;6297487
6555745;396840, Воронежская обл, Хохольский р-н, Хохольский рп., Дружбы ул., дом 18;5541758
6494514;396840, Воронежская обл, Хохольский р-н, Хохольский рп., Дружбы ул., дом 16;5541758
12891837;397114, Воронежская обл, Терновский р-н, Козловка с., Советская ул., дом 216;5930380
44083079;396950, Воронежская обл, Семилукский р-н, Латная рп., Победы ул., дом 2;5769711
21642171;396819, Воронежская обл, Хохольский р-н, Оськино с., Ленина ул., дом 13;5424870
44420469;396950, Воронежская обл, Семилукский р-н, Латная рп., Крупской ул., дом 18;6239757
6531188;396840, Воронежская обл, Хохольский р-н, Хохольский рп., Дружбы ул., дом 29;5541758
44074319;396950, Воронежская обл, Семилукский р-н, Латная рп., Свердлова ул., дом 12;5442535
13210553;396943, Воронежская обл, Семилукский р-н, Орлов Лог п., Рабочая ул., дом 11;5968250
1075604;157202, Костромская обл, Галичский р-н, Галич г., Набережная ул., дом 49;5818168
31120562;397123, Воронежская обл, Терновский р-н, Братки с., Садовая ул., дом 84;6049597
44406666;396950, Воронежская обл, Семилукский р-н, Латная рп., Ленина ул., дом 57;5641751
